,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,No of Years,Transmission_Manual
3483,42.32,3,0,1198,86.8,5,19.4,2.9,9,1
3484,24.153,1,2,1396,88.73,5,22.54,9.18,5,1
3485,27.0,3,0,1591,121.3,5,13.0,11.45,6,0
3486,92.0,0,2,796,38.4,5,26.83,2.1,10,1
3487,61.795,3,0,1198,86.7,5,17.8,5.53,5,1
3488,13.5,3,0,1198,82.0,6,18.15,3.75,6,1
3489,4.5,3,0,1497,117.3,5,18.0,12.5,4,0
3490,23.0,1,0,2179,140.0,7,16.0,15.5,5,0
3492,80.578,1,2,2143,170.0,5,14.84,14.5,9,0
3493,42.646,1,0,1461,108.45,5,19.6,12.46,5,0
3494,30.0,3,2,1198,74.0,5,16.47,5.25,8,1
3495,98.0,1,2,2987,282.0,5,13.5,25.0,13,0
3496,50.0,1,0,2993,271.23,4,12.9,45.0,10,0
3497,63.31,1,0,1248,74.0,5,28.4,5.1,7,1
3498,66.0,1,0,1498,98.6,5,25.8,3.5,8,1
3499,74.0,1,2,1995,181.0,5,16.07,12.5,11,0
3500,93.0,1,0,1396,88.7,5,23.5,5.55,10,1
3501,70.0,1,0,2982,169.0,7,11.5,19.48,7,0
3502,48.772,3,0,1197,85.8,5,18.6,3.91,10,1
3503,66.0,3,0,1199,79.4,5,18.6,2.19,12,1
3504,27.417,3,0,1197,82.0,5,18.9,6.89,5,0
3505,51.593,3,2,1196,70.0,5,15.6,3.47,11,1
3506,86.34,3,2,2349,74.0,5,9.1,3.25,14,0
3507,75.0,3,0,1298,88.2,5,16.1,2.85,12,1
3508,39.237,1,0,1968,174.33,5,17.11,25.64,6,0
3509,11.966,3,0,1497,116.3,5,16.8,10.28,4,1
3510,37.0,3,0,1199,88.7,5,18.2,6.3,7,1
3511,70.92,1,0,1498,88.8,5,20.14,4.75,8,1
3512,65.28,1,0,1461,83.14,5,19.87,5.8,9,1
3513,62.0,1,0,2179,187.7,7,12.51,44.5,6,0
3514,44.525,3,0,1197,82.9,5,18.5,4.65,8,1
3515,86.863,3,0,1497,118.0,5,17.0,3.6,13,1
3516,102.626,1,0,2179,140.0,7,16.0,12.25,7,1
3517,45.0,1,0,1956,170.0,5,16.3,20.0,5,1
3518,22.0,1,0,2179,140.0,7,16.0,16.0,5,1
3519,108.905,1,2,2179,120.0,8,11.79,6.21,11,0
3520,12.8,3,0,1198,67.0,7,19.44,3.25,6,1
3521,32.0,1,0,2179,120.0,7,15.4,9.75,6,1
3522,39.0,3,0,1198,86.7,5,15.5,4.45,8,0
3523,42.0,1,0,1498,98.6,5,25.6,12.0,5,1
3524,73.0,3,0,1396,65.0,5,14.4,0.8,14,1
3525,48.0,1,0,1186,73.97,5,24.0,5.95,4,1
3527,19.0,3,0,1396,105.5,5,17.43,5.25,8,1
3528,33.598,1,0,2393,147.8,7,13.68,22.2,3,1
3529,63.0,1,0,1995,184.0,5,17.05,13.5,10,0
3530,48.0,1,0,1968,138.03,5,16.96,13.5,7,0
3531,66.0,1,0,1399,68.05,5,20.0,3.47,8,1
3532,80.0,1,2,2696,184.0,7,11.18,9.5,9,0
3533,37.0,3,0,1598,103.6,5,15.04,4.8,11,1
3534,35.058,3,0,1598,103.52,5,15.0,6.54,6,1
3535,52.0,3,0,1198,73.9,5,16.47,3.1,10,1
3536,61.313,1,0,1248,88.5,5,23.65,7.99,7,1
3537,45.0,3,2,1798,138.1,5,14.53,3.3,13,1
3538,74.0,1,0,1248,88.8,7,20.77,8.75,7,1
3539,89.0,3,0,1197,80.0,5,19.2,4.19,9,0
3540,13.414,1,0,2143,136.0,5,17.9,30.77,3,0
3541,95.0,3,2,1497,100.0,5,16.9,2.11,16,1
3542,15.9,3,0,1198,82.0,6,18.15,6.25,4,1
3543,151.0,1,0,2982,171.0,7,11.5,11.4,11,1
3544,65.0,3,0,1497,118.0,5,17.0,5.2,11,1
3545,36.824,1,0,1968,187.74,5,18.53,39.84,5,0
3546,65.287,1,0,1399,68.05,5,20.0,4.45,9,1
3547,52.0,1,0,2143,136.0,5,17.9,19.5,8,0
3548,33.0,3,0,1150,74.9,5,15.26,1.75,15,1
3549,71.0,1,0,1498,99.0,5,25.83,5.1,6,1
3550,71.0,1,0,1582,126.2,5,22.7,6.8,9,0
3551,20.0,3,0,1197,83.1,5,21.4,5.74,6,0
3552,71.0,3,0,1197,85.0,5,16.1,3.3,12,1
3554,27.0,1,0,1995,190.0,5,21.76,35.0,6,0
3555,19.0,1,0,1248,73.75,5,28.4,8.9,5,0
3556,58.0,3,2,1591,121.3,5,17.01,4.0,11,1
3557,42.203,1,0,1956,170.0,5,17.1,19.46,4,1
3558,94.0,1,0,1991,142.0,5,11.4,5.25,13,0
3559,52.0,0,2,1196,73.0,5,15.1,2.6,9,1
3560,4.9,1,0,1497,108.5,5,21.5,9.22,4,1
3561,70.0,3,0,814,55.2,5,21.1,1.8,9,1
3562,100.0,1,2,1405,74.0,5,13.5,1.3,17,1
3563,65.266,1,0,2993,258.0,5,14.69,31.75,7,0
3564,54.569,1,0,1248,88.76,7,20.77,5.99,8,1
3565,51.361,3,0,1198,86.7,5,18.0,4.94,7,1
3566,125.0,3,3,1388,68.0,5,16.6,1.5,15,1
3567,66.0,3,3,1799,130.0,5,13.5,3.25,14,1
3568,65.047,2,0,1061,57.5,5,17.3,1.95,15,1
3569,22.281,1,0,1248,88.8,7,20.77,6.5,8,1
3570,63.21,1,0,1120,70.0,5,24.0,3.71,9,1
3571,31.0,3,0,1197,81.86,5,20.14,5.0,4,1
3572,60.0,3,0,1086,68.05,5,19.81,1.99,14,1
3573,32.006,3,0,1198,86.7,5,18.0,4.25,5,1
3574,78.0,1,0,2698,179.5,5,12.4,8.0,13,0
3575,9.489,3,0,1197,78.9,5,20.36,2.95,11,1
3576,5.0,3,0,799,53.3,5,25.17,3.5,4,1
3577,60.0,1,2,1968,140.8,5,15.2,16.0,10,0
3578,50.0,3,0,796,47.3,5,22.74,2.75,7,1
3579,53.0,3,0,1497,117.3,5,17.8,6.95,7,1
3580,64.0,3,2,1796,186.0,5,11.74,12.5,11,0
3581,43.827,1,0,2967,241.4,5,13.22,36.83,5,0
3582,36.431,3,0,1199,74.0,5,16.2,2.7,11,1
3583,35.0,1,0,1396,88.7,5,21.38,9.9,5,1
3584,94.832,3,0,1497,118.0,5,17.0,3.83,11,1
3585,88.381,3,0,1497,118.0,5,17.0,5.25,10,1
3586,45.194,1,0,1598,118.0,5,22.7,7.75,6,1
3587,66.0,3,2,1586,103.2,5,16.51,2.46,12,1
3588,38.578,1,0,1248,74.0,5,23.4,3.96,8,1
3589,40.0,1,0,1248,88.8,7,20.77,8.25,7,1
3590,20.632,3,0,1197,81.83,5,18.6,7.58,4,1
3591,73.042,1,0,1120,70.0,5,24.0,3.99,8,1
3592,54.257,3,0,1497,117.3,5,17.4,6.25,8,1
3593,93.0,1,0,1598,103.5,5,20.5,5.0,9,1
3594,102.0,1,2,2987,198.5,5,11.0,4.65,17,0
3595,28.881,1,0,2199,194.3,7,13.01,21.37,6,0
3596,52.195,3,0,796,46.3,5,19.7,1.75,15,1
3597,20.422,1,0,2499,134.0,5,12.4,16.09,4,1
3598,38.0,1,0,1396,88.7,5,24.8,4.1,10,1
3599,92.885,1,0,1399,68.0,5,20.0,3.56,7,1
3600,43.0,3,2,1497,118.0,5,17.0,4.21,12,1
3601,70.478,1,0,1248,74.0,5,17.8,6.86,6,1
3602,57.0,1,0,1582,126.2,5,23.9,6.6,7,1
3603,32.434,3,0,1591,121.3,5,13.0,14.35,4,0
3604,32.0,1,0,1498,89.84,5,22.7,9.5,5,1
3605,59.0,1,0,2993,241.0,4,11.2,21.9,11,0
3606,76.467,1,0,1995,190.0,5,18.12,30.45,6,0
3607,100.0,1,0,1498,99.0,5,25.83,5.1,6,1
3608,37.086,3,0,1591,121.3,5,17.0,5.44,9,0
3609,135.0,1,0,1399,68.0,5,13.8,1.6,12,1
3610,54.862,1,0,1968,174.33,5,17.68,16.67,8,0
3611,67.758,3,0,2354,74.0,5,10.8,9.5,12,1
3612,56.2,3,0,1396,98.6,5,15.0,3.85,10,0
3613,169.006,1,0,2755,174.5,7,14.24,10.64,11,1
3614,20.229,3,0,799,53.3,5,25.17,3.5,6,1
3615,62.0,3,3,995,62.0,5,18.0,1.1,14,1
3616,51.5,3,2,1599,103.2,5,16.2,2.6,11,1
3617,69.0,1,0,1995,184.0,5,18.88,18.5,10,0
3619,62.476,1,0,1248,74.0,5,26.59,7.95,7,1
3620,60.5,1,0,1186,73.97,5,25.4,5.49,5,1
3621,17.978,3,0,1199,88.7,5,19.0,6.95,5,0
3622,300.0,1,0,1405,70.0,5,17.0,1.0,14,1
3623,123.0,1,2,1399,67.0,5,17.8,4.45,9,1
3624,45.296,1,0,1248,88.5,5,25.1,6.99,6,1
3625,77.325,3,0,1586,104.68,5,15.6,3.51,14,1
3626,25.858,3,0,1197,83.1,5,21.4,7.54,4,0
3627,120.0,1,0,1248,73.94,5,23.2,3.65,6,1
3628,22.0,1,0,1582,126.24,5,19.5,16.0,6,0
3629,11.0,3,0,995,62.1,5,16.2,1.4,10,1
3630,3.9,3,0,1197,81.83,5,18.6,6.45,5,1
3631,106.092,1,0,1120,71.0,5,24.4,4.4,6,1
3632,27.0,3,0,1199,88.7,5,19.0,5.95,7,0
3633,11.0,3,0,1198,86.8,5,19.4,3.9,9,1
3634,39.753,1,0,2143,201.1,5,13.0,35.28,6,0
3635,39.8,1,0,2179,153.86,7,17.6,14.25,5,1
3636,73.0,1,0,1120,71.0,5,24.4,4.5,5,1
3637,55.0,1,0,1498,89.84,5,22.7,7.5,7,1
3638,18.351,3,0,624,37.48,4,21.9,3.41,5,0
3639,45.0,3,2,1198,86.8,5,19.4,3.25,9,1
3640,112.2,1,0,1248,88.5,7,24.52,8.3,6,1
3641,29.0,3,0,1197,78.9,5,20.36,3.45,12,1
3642,57.309,3,0,1086,74.0,5,17.0,2.1,15,1
3643,53.392,1,0,2179,140.0,7,16.0,11.95,7,1
3644,71.0,1,0,1598,103.6,5,20.54,4.25,12,1
3645,93.0,1,0,2179,138.1,7,14.0,8.25,8,1
3646,119.0,3,0,2354,180.0,5,10.2,5.95,12,1
3647,42.225,3,0,1196,73.0,7,15.1,4.3,6,1
3648,65.0,1,0,1248,74.0,5,22.9,3.9,10,1
3649,27.809,3,0,1197,83.1,5,21.4,6.41,6,0
3650,65.1,1,0,2179,140.0,7,15.1,8.36,7,1
3651,51.0,3,0,1197,82.0,5,19.1,3.85,8,1
3652,10.0,1,0,2143,167.62,5,19.27,36.0,5,0
3653,54.895,3,0,1798,160.0,5,13.14,7.5,11,1
3654,80.768,1,0,1498,88.73,5,20.14,5.7,7,1
3655,12.076,3,0,1197,81.8,5,20.89,5.5,3,1
3656,49.0,1,0,1248,74.0,5,25.2,5.9,6,1
3657,42.366,3,0,1497,117.3,5,17.8,7.75,7,1
3658,68.0,1,0,2993,235.0,5,11.5,18.0,12,0
3659,122.397,1,0,1896,106.0,5,17.5,4.4,14,1
3660,50.534,3,0,1197,103.5,5,17.21,8.27,5,0
3661,55.3,1,0,1461,83.8,5,19.87,4.75,8,1
3662,73.095,3,0,1497,118.0,5,16.8,3.8,14,0
3663,51.1,1,0,1598,103.6,5,20.54,3.4,11,1
3664,13.436,3,2,1197,82.0,5,18.9,4.7,6,1
3665,76.0,3,2,1388,68.0,5,16.6,1.49,14,1
3666,63.141,1,2,1120,71.0,5,24.4,4.5,6,1
3667,74.885,1,0,1498,98.6,5,25.8,5.4,8,1
3668,14.0,3,0,1497,117.3,5,18.0,11.5,6,0
3669,56.0,1,2,1461,108.5,5,20.4,3.5,10,1
3670,46.0,1,0,1995,190.0,5,22.48,16.5,12,0
3671,51.8,3,0,1586,103.3,5,15.5,3.9,10,1
3672,81.0,3,0,1497,78.0,5,16.4,3.25,15,0
3673,17.37,3,0,1198,73.75,5,17.0,5.84,4,1
3674,18.456,3,0,1198,73.75,5,17.0,5.75,6,1
3675,59.0,1,0,1968,140.0,5,16.55,10.0,12,0
3676,141.537,3,2,998,67.1,5,18.9,1.05,16,1
3677,51.0,1,0,1582,126.32,5,19.08,5.64,9,0
3678,29.311,1,0,2143,170.0,5,17.9,50.97,3,0
3679,31.0,1,0,1995,190.0,5,21.76,29.95,6,0
3680,80.0,1,2,1498,98.6,7,24.2,4.85,8,1
3681,33.0,1,0,1582,126.2,5,17.01,14.5,6,0
3682,71.556,3,0,1497,118.0,5,17.0,5.5,11,1
3683,85.0,1,0,1399,68.0,5,17.8,3.2,11,1
3684,91.0,1,0,1248,74.0,5,26.59,4.5,6,1
3685,73.187,1,0,2143,204.0,5,13.0,30.72,7,0
3686,232.0,1,0,1991,147.9,7,11.5,3.5,13,1
3687,127.079,1,0,2494,102.0,7,12.8,6.99,15,1
3688,58.816,1,0,1493,100.0,7,17.21,3.45,8,1
3689,63.818,3,0,1497,117.3,5,17.4,6.57,7,1
3690,40.0,1,0,1968,174.33,5,17.11,17.5,8,0
3691,77.445,1,0,1199,73.9,5,22.07,3.75,9,1
3692,14.0,3,0,1497,121.36,5,14.8,9.99,5,0
3693,85.122,1,0,2494,100.0,7,12.99,8.2,10,1
3694,123.0,3,3,1493,100.0,5,13.0,1.1,17,1
3695,61.0,0,0,1586,85.7,5,22.1,3.89,7,1
3696,63.714,3,0,796,47.3,5,24.7,2.45,7,1
3697,53.0,1,0,2987,224.34,5,8.7,13.75,13,0
3698,60.0,1,0,1248,74.0,5,26.59,3.0,5,1
3699,33.0,1,0,1248,88.5,5,24.3,9.25,5,1
3700,31.0,1,0,2400,215.0,5,13.2,17.65,9,0
3701,79.0,1,0,2982,168.5,7,12.55,18.25,8,0
3702,67.914,1,0,1396,90.0,5,23.0,3.45,9,1
3703,58.97,1,0,1968,174.33,5,17.11,23.75,7,0
3704,60.0,1,2,1461,108.5,5,19.64,5.45,9,1
3705,35.225,3,0,998,67.04,5,23.1,5.25,5,0
3706,69.496,3,0,1298,74.0,5,15.9,1.1,17,1
3707,62.282,3,0,1197,78.9,5,16.95,2.9,10,0
3708,80.0,1,0,1995,190.0,5,22.69,14.2,12,0
3709,43.698,3,0,1197,82.0,5,18.9,5.8,4,1
3710,28.052,3,0,1197,82.0,5,18.9,7.22,5,0
3711,29.091,3,0,1197,81.86,5,18.9,4.87,6,1
3712,63.0,3,0,1198,74.0,5,16.47,3.3,9,1
3713,91.0,3,2,1497,78.0,5,17.7,3.0,15,1
3714,30.0,1,0,2143,136.0,5,17.9,26.0,8,0
3715,24.571,3,0,796,35.0,5,14.0,2.9,5,1
3716,45.0,3,0,1591,121.3,5,15.74,7.5,8,0
3717,24.617,3,0,796,47.3,5,22.74,2.36,7,1
3718,26.927,1,0,1248,88.5,5,24.3,11.39,5,1
3719,87.736,1,0,2179,140.0,7,15.1,7.02,9,1
3720,35.299,1,0,1248,88.5,5,24.3,8.0,6,1
3721,51.612,3,0,1197,81.83,5,18.6,7.11,5,1
3722,55.3,1,0,1796,157.7,5,10.0,3.9,24,0
3723,65.09,3,0,796,46.3,5,19.7,2.15,13,1
3724,40.0,3,0,1198,86.7,5,18.0,3.25,9,1
3725,38.467,1,0,2993,255.0,5,12.65,70.66,7,0
3726,71.904,1,0,1120,70.0,5,24.0,4.61,9,1
3727,87.0,3,0,1799,130.0,5,13.5,2.35,14,1
3728,33.0,1,2,1120,70.0,5,24.0,4.05,8,1
3729,22.1,3,2,796,37.0,4,16.1,0.8,13,1
3730,59.589,1,0,1364,67.1,5,23.59,5.6,8,1
3731,44.0,1,0,1396,88.73,5,22.54,5.35,7,1
3732,12.0,3,0,998,67.1,5,24.07,3.25,5,1
3733,66.0,1,2,1995,184.0,5,17.05,11.5,10,0
3734,38.009,3,0,998,67.04,5,23.1,4.25,6,0
3735,35.0,3,2,1798,157.75,5,13.7,4.45,13,0
3736,70.0,1,0,2498,112.0,7,14.0,2.85,13,1
3737,86.0,1,0,2179,140.0,7,15.1,7.85,8,1
3738,32.0,3,0,1197,85.8,5,19.1,5.3,6,1
3739,15.0,3,0,999,123.24,5,18.88,8.0,5,1
3740,69.918,1,0,1364,87.2,5,21.43,9.43,8,1
3741,39.0,3,0,1197,80.0,5,18.5,2.75,10,1
3742,1.011,1,0,1461,108.45,5,20.37,13.5,4,1
3743,85.0,1,0,2987,198.5,5,11.0,9.99,13,0
3744,46.663,3,0,998,100.0,5,21.1,6.95,5,1
3745,27.0,3,0,1498,99.6,5,17.97,6.75,7,0
3746,15.0,3,0,1197,82.0,5,18.9,5.5,7,0
3747,10.575,3,0,1462,103.25,5,21.56,9.18,4,1
3748,12.5,3,0,1197,82.0,5,19.1,4.15,8,1
3749,52.0,1,0,1582,126.32,5,22.32,6.5,10,1
3750,49.818,3,0,1197,81.8,5,21.5,4.11,7,1
3751,90.0,1,2,1493,110.0,5,16.8,2.25,14,1
3752,52.207,3,0,1197,78.9,5,17.71,4.56,7,1
3753,167.362,1,0,2498,112.0,7,11.68,4.0,9,1
3754,49.894,1,0,1364,67.06,5,23.59,5.27,7,1
3755,13.024,1,0,2523,63.0,7,18.06,9.11,3,1
3756,128.0,1,2,1995,147.6,5,14.42,6.2,12,1
3757,26.023,1,0,2755,171.5,7,11.36,19.97,5,0
3758,42.784,1,0,1396,88.7,5,21.38,10.17,6,1
3759,115.0,1,0,1248,74.0,5,28.4,4.5,8,1
3760,30.529,1,0,1582,126.2,5,23.9,14.28,3,1
3761,14.814,3,2,796,46.3,5,19.7,2.47,10,1
3762,58.0,1,0,1248,88.5,5,23.65,7.9,6,1
3763,68.128,3,0,814,55.2,5,21.1,2.3,11,1
3764,63.22,3,0,1598,102.5,5,13.24,6.5,9,1
3765,30.0,3,0,814,55.2,5,21.1,3.25,6,1
3766,27.768,1,0,1248,88.7,5,20.65,5.85,5,1
3767,53.0,1,2,2143,203.0,5,14.21,29.0,8,0
3768,87.652,1,2,1968,174.3,5,14.16,25.71,8,0
3769,94.873,3,2,1596,101.0,5,15.3,1.85,14,1
3770,56.0,1,0,1995,184.0,5,18.88,22.75,7,0
3771,18.678,3,0,998,100.0,5,21.1,8.32,4,1
3772,30.0,1,0,2143,203.0,5,14.21,26.0,8,0
3773,59.0,3,0,1197,78.9,5,20.36,3.45,9,1
3774,13.0,3,0,1197,82.0,5,18.9,5.15,5,1
3775,74.325,3,0,1198,86.8,5,19.4,3.51,8,1
3776,45.0,1,0,1396,88.76,5,21.9,3.45,7,1
3777,57.0,3,0,1198,73.9,5,16.47,3.75,9,1
3778,125.943,3,2,1493,100.0,5,13.0,1.45,21,1
3779,80.0,1,0,1896,66.0,5,18.7,2.2,14,1
3780,154.0,1,0,2499,141.0,7,13.1,7.99,12,1
3781,62.0,1,2,1991,147.9,5,18.3,6.75,9,1
3782,45.0,1,0,1498,98.6,7,24.2,5.0,8,1
3783,105.0,1,2,1248,88.76,7,20.77,5.9,10,1
3784,26.0,3,0,1197,82.0,5,18.9,3.75,9,1
3785,30.9,1,0,2993,270.9,5,14.74,29.5,8,0
3786,48.0,3,0,1198,86.7,5,18.0,4.75,8,1
3787,112.719,1,0,2698,179.5,5,12.4,11.5,11,0
3788,5.0,3,0,1197,81.83,5,18.6,6.95,5,1
3789,16.0,3,0,1198,73.75,5,17.0,5.4,6,1
3790,63.0,3,0,1997,135.1,5,13.4,4.75,11,0
3791,28.3,3,0,998,67.1,5,24.07,2.15,11,1
3792,49.0,3,0,796,46.3,5,19.7,0.9,17,1
3793,12.501,3,0,998,67.04,5,20.51,3.5,6,1
3794,56.628,1,0,1248,92.0,5,20.4,5.85,6,1
3795,105.0,1,0,1248,73.9,5,19.3,3.15,12,1
3796,52.126,1,0,1461,84.8,5,21.64,6.0,6,1
3797,38.0,3,0,1197,80.0,5,18.5,2.23,12,1
3798,50.0,3,0,1197,82.0,5,19.1,2.5,6,1
3799,50.23,3,0,998,67.1,5,18.9,3.87,7,1
3800,31.0,1,0,2179,140.0,7,15.1,9.5,8,1
3801,79.0,1,0,2982,168.5,7,12.55,17.75,8,0
3802,130.0,1,0,1461,108.45,5,19.64,3.75,10,1
3803,115.0,3,2,1086,62.1,5,17.92,1.5,12,1
3804,41.5,3,2,1591,121.3,5,17.01,5.0,9,1
3805,54.385,1,2,1995,177.0,5,15.06,17.0,8,0
3806,56.361,3,0,1799,130.0,5,12.9,4.38,11,0
3807,22.0,3,0,1798,187.74,5,15.26,41.5,4,0
3808,8.0,3,0,998,67.04,5,20.51,3.0,5,1
3809,28.741,1,0,1248,88.5,5,24.3,11.0,4,1
3810,117.236,1,2,2720,190.0,7,11.8,14.0,10,0
3811,30.5,1,0,1248,74.0,5,26.59,7.65,6,0
3812,5.0,3,0,1591,121.3,5,17.0,8.7,4,1
3813,42.0,1,0,1248,88.5,7,25.47,9.9,6,1
3814,32.773,3,0,1495,94.0,5,13.2,2.05,12,1
3815,19.008,3,0,1197,80.0,5,17.0,5.25,6,1
3816,32.542,3,0,1591,121.3,5,17.0,5.77,10,1
3817,94.753,3,0,796,46.3,5,19.7,1.95,12,1
3818,70.0,1,2,2179,120.0,8,12.05,7.45,11,1
3819,68.347,3,0,998,67.1,5,18.9,2.6,10,1
3820,72.0,3,2,1197,80.0,5,17.0,3.25,11,1
3821,75.014,1,0,1248,73.9,5,21.1,3.85,12,1
3822,65.0,1,2,1995,148.0,5,13.73,7.5,9,0
3823,55.598,1,0,1995,190.0,5,22.69,11.5,10,0
3824,50.0,3,0,1198,86.8,5,19.4,3.25,9,1
3825,44.2,3,2,1997,134.0,5,11.7,1.5,19,1
3826,65.0,1,0,1248,73.9,5,19.3,5.31,8,1
3827,49.0,1,0,2179,140.0,7,16.0,9.0,9,1
3828,7.2,3,0,1086,68.05,5,19.81,3.59,6,1
3829,43.152,3,0,1373,91.1,5,20.73,7.35,6,1
3830,112.0,1,0,2494,102.0,8,12.8,12.0,9,1
3831,23.54,3,0,1197,82.0,5,18.9,6.02,5,1
3832,82.16,1,0,1991,123.7,5,16.52,2.57,14,1
3833,57.0,1,0,2696,162.0,7,12.83,12.45,9,1
3834,39.335,1,0,2179,140.0,7,15.1,12.63,7,1
3835,62.0,3,2,1497,117.3,5,17.4,7.75,8,1
3836,60.0,1,0,1498,89.84,5,22.7,5.5,8,1
3837,35.0,3,0,1197,81.83,5,18.6,4.43,7,1
3838,32.345,1,0,2143,136.0,5,17.9,24.51,6,0
3839,47.0,3,0,814,55.0,5,22.0,2.65,8,1
3841,36.0,3,0,1496,88.7,5,17.6,3.2,11,1
3842,75.0,1,0,1248,74.0,5,23.4,4.25,6,1
3843,38.0,3,0,796,46.3,5,19.7,1.1,14,1
3844,57.818,3,0,998,67.04,5,23.1,4.3,7,1
3845,45.0,1,0,1498,89.84,5,22.7,8.9,7,1
3846,75.055,1,0,1461,108.5,5,19.01,6.5,7,1
3847,65.462,3,3,2354,142.0,5,11.1,3.5,13,0
3848,76.206,1,0,1248,75.0,5,17.8,4.25,14,1
3849,25.948,1,0,2179,140.0,7,16.0,16.46,4,0
3850,28.5,3,0,1199,88.7,5,18.7,5.95,6,1
3851,28.004,3,0,1497,117.3,5,17.8,7.1,7,1
3852,25.0,3,2,1172,67.0,5,15.7,1.25,11,1
3853,82.543,3,0,1373,93.7,7,16.02,5.5,9,1
3854,30.0,3,0,1198,75.0,5,18.44,3.25,9,1
3855,27.8,3,0,1497,118.0,5,17.0,5.0,12,1
3856,33.415,3,0,1496,88.73,5,16.78,6.58,6,1
3857,38.0,1,0,1995,184.0,5,18.88,19.5,9,0
3858,41.981,3,0,1199,88.7,5,18.7,6.14,5,1
3859,77.084,1,0,1248,73.75,5,28.4,4.95,9,1
3860,71.803,1,0,1598,103.5,5,20.5,5.75,9,1
3861,73.314,1,0,2179,140.0,7,15.1,6.6,9,1
3862,69.053,3,0,1197,82.0,5,18.9,5.72,7,0
3863,79.782,3,2,1497,118.0,5,17.0,2.6,13,1
3864,250.0,1,2,2494,102.0,7,12.8,6.5,12,1
3865,90.0,1,2,2179,140.0,7,15.1,6.1,11,1
3866,130.0,1,0,1248,73.9,5,19.3,3.85,12,1
3867,65.0,3,2,1598,103.6,5,15.04,4.5,9,1
3868,46.496,1,0,1364,74.0,5,23.59,5.3,9,1
3869,76.0,1,2,1968,147.51,5,16.55,18.25,9,0
3870,28.002,3,0,1373,93.7,7,16.02,5.75,10,1
3871,63.0,0,2,1798,138.0,5,14.53,3.35,12,1
3872,70.0,3,2,796,37.0,4,16.1,0.9,12,1
3873,66.276,3,0,1497,118.0,5,17.0,5.5,11,1
3874,45.0,3,0,1197,85.8,5,19.1,3.99,8,1
3875,67.0,3,0,2494,158.2,5,19.16,18.75,8,0
3876,43.068,1,0,1120,70.0,5,24.0,3.5,8,1
3877,40.0,1,0,2755,171.5,8,11.36,16.45,6,0
3878,50.436,3,0,1197,78.9,5,20.36,3.65,11,1
3879,21.0,3,0,1197,82.0,5,18.9,5.4,8,0
3880,2.0,1,0,1248,74.0,5,27.39,8.7,4,1
3881,14.5,3,0,1798,177.46,5,14.67,20.75,6,0
3882,68.782,1,0,2143,170.0,5,14.84,12.5,12,0
3883,35.888,1,0,1248,73.9,5,21.1,1.89,11,1
3884,168.205,1,0,1248,74.0,5,23.4,4.0,7,1
3885,47.0,3,0,1799,130.2,5,14.8,3.95,10,1
3886,93.7,1,0,1248,88.5,7,24.52,7.85,7,1
3887,45.0,1,0,1582,126.24,5,22.7,7.0,8,1
3888,55.547,1,0,2982,168.5,7,12.55,24.99,6,0
3889,69.0,3,0,1197,103.6,5,17.21,4.5,9,0
3890,88.0,1,3,1896,66.0,5,18.7,1.25,17,1
3891,32.4,1,0,1498,88.8,5,20.14,3.95,8,1
3892,79.0,3,2,1086,62.1,5,17.92,1.6,10,1
3893,110.0,3,0,1495,94.0,5,13.2,0.6,18,1
3894,45.407,3,2,814,55.2,5,21.1,3.39,8,1
3895,136.49,1,0,2494,102.0,7,12.8,9.8,11,1
3896,19.0,1,0,1248,74.0,5,26.8,5.91,5,1
3897,19.416,3,0,1462,103.25,5,21.56,8.25,5,1
3898,15.5,3,0,1298,85.8,5,17.5,3.75,10,1
3899,12.538,3,0,1497,117.3,5,18.0,12.5,5,0
3900,62.588,1,0,1248,74.0,5,17.8,5.95,7,1
3901,44.328,3,0,1198,86.8,5,19.4,3.8,7,1
3902,63.0,1,0,1364,67.04,5,23.59,4.35,8,1
3903,100.0,1,0,2400,215.0,5,13.5,32.5,7,0
3904,103.0,3,0,1193,64.08,5,15.64,3.0,7,1
3905,50.296,1,2,2755,171.5,7,11.36,19.0,6,0
3906,95.5,1,0,1598,103.6,5,20.54,5.0,9,1
3907,72.1,1,0,1498,89.84,5,22.7,5.45,8,1
3908,19.119,3,0,998,67.1,5,18.9,2.7,12,1
3909,30.0,3,0,2987,210.0,5,13.0,10.75,16,1
3910,75.6,1,0,1498,88.8,5,20.14,5.8,7,1
3911,137.0,3,2,1193,65.3,5,15.3,0.95,15,1
3912,53.5,3,2,796,37.0,4,16.1,0.63,20,1
3913,26.101,1,0,1956,170.0,5,17.1,17.55,4,1
3914,7.0,3,0,998,67.1,5,24.07,3.0,6,1
3915,50.0,1,0,1968,141.0,5,19.3,15.0,9,0
3916,30.0,1,0,1248,74.0,5,26.59,6.0,6,1
3917,38.151,1,0,1248,88.5,5,28.09,7.65,6,1
3918,116.0,1,2,2148,170.0,5,15.8,8.5,13,1
3919,22.0,1,0,1399,68.0,5,20.0,2.25,9,1
3920,60.0,3,2,1798,138.1,5,14.53,4.65,12,0
3921,38.0,1,0,1598,118.0,5,22.7,7.85,6,1
3922,51.928,3,0,1196,70.0,5,15.6,3.46,11,1
3923,3.0,3,0,1199,88.7,5,19.0,8.25,4,0
